,Unnamed: 0,text,label
639,639,Hiiii.... Bhaijaan kaiae hai aap...aap ki pic bahut achhi lag rahi hai,0
640,640,Main aapka bahut bada fan hu,0
641,641,luv u salman khan,0
642,642,bhai aap ki bhaijaan movi bhi 200 cr karegi,0
643,643,Eid mubarak songs bajrangi bhaijaan me hona chaiye,0
644,644,Looking katilana andaaz,0
645,645,Salu bhai dabangg 3 kab release kar rahe ho,0
646,646,Salman khan ke pe sari duniya marti h ehi 1,0
647,647,Sallo bhai roze kase hy,1
648,648,Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,0
649,649,dashing salman khan ..,0
650,650,App ko ramzan ka mahina mobarrak ho....or app ho allah tala or tarraki de....,0
651,651,Indian's star salmankhan,0
652,652,agr tom na hoty to bollywood ka maza bi na hota haha,0
653,653,Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri,0
654,654,Abe salman agar tere me itna hi dum h to IED me film mat release kiya kar fir dekhte. Dekhte h kaise hit hoti h Teri film.,0
655,655,Salman Bhai yeh bajrangi bhaijan pe comment aa rhe hai is movie ko nhee dekhna,0
656,656,Saale salman tu musalman ke khilaf hokar bohot niche girega,0
657,657,Salman bhai masha allah aap ek achchhe act ho ek achchhe insan ho kya aap ek achchhe muslman ho,0
658,658,"Salman always kind heartnt cmpairjo log muslman ,hindu kr rhe hun logo ki nichi soch pe mje gheenn aati h yr",0
659,659,Salman bai ap kese hen ma b ap ka fen hun,0
660,660,Apne naam se khan hatalo,0
661,661,Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,1
662,662,bhai jan ekdam kadak,0
663,663,Nice bhai WHATSAAP number 03101419966 palz,0
664,664,Salman khan ki jai ho,0
665,665,Nice pic abdul rashid saleem (salman khan),0
666,666,BHAI. BHAI... nice pic,0
667,667,Sir aap humanbieng chalate hai aap paise dete kab tak jab tak aap hai.mai apko aisa rasta bataunga sab karodpati ban jayege.,1
668,668,Bhai apky chryti so me allho pyyr keep pas he apmuslim hokr galt kr rhy ho khuda hafij,0
669,669,salman ji aapse apni life me ek baar jaru milna chate hai..... aapse baat karna chate hai..... jo aap logo ki help karte ho uske liye thank yu so much....... aapko meri bhi umar lag jaye,0
670,670,Tere naam ke ladke diban h pata nahi,0
671,671,sirji...pls visit to Kanpur oncem...plssss.,0
672,672,Salman realy good yar,0
673,673,Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,0
674,674,Insan jab tarki karleta hai to wo apne mazhab KO bul jata .hai jab thokar lagti hai use to use apni galti ka ahsas hone lagta hai .....koch aisy hai salman ki khani mery Kuban I.......,0
675,675,Beta salman khbis tera film falop hoga beeee suar,0
676,676,plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,0
677,677,Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....,0
678,678,Abi tak jag rhe ho sab log?,1
679,679,Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,0
680,680,Aaj tak par news sache hai plss reply ......Ansar,1
681,681,bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,1
682,682,Thu thu thu kuttey...,0
683,683,Salman khan dest actar bollywood,0
684,684,Handsom to hai mera bhai bhai he mera,0
685,685,Hi bhai aap kaise ho bhai aap ka fan h,0
686,686,Dost apki har ada achi lagti h,0
687,687,salman bhai look to bahut achcha hi bhi,0
688,688,very very very very very very very very very very very very very very very very niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee and i loveeeeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuuuuuuuuuuuuuu bhai jaan,0
689,689,swgat nahi karo ge hamara,0
690,690,Idoit...salman aap muslim hai...Aisa faission show kyon karwaya..allah likkar,0
691,691,Ap ne kya kia h Jo log itne bure coments de rhe han.mje ni pta.kya ap btae ge?,0
692,692,salman khan rock's ss,0
693,693,Merit Maya ka oppreation hai app ki madaat melaga,0
694,694,Bahot accha hai,0
695,695,Nice pic salman bhai aapne to sab ko diwana bana rakha hai,0
696,696,sab ka Bhai meri Jan Salman khan,0
697,697,Bhaiya main aapka bahut bada fan hu,0
698,698,mast hai bahi,0
699,699,Hye meri cutey,0
700,700,ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...,0
701,701,Sale ne muslmano ko chalenge kiya ki tumhare bina hit karunga,0
702,702,Salman murda bad,0
703,703,Ye to hogi super supar hit dum hai to KOI TO ROOK LO,0
704,704,Yeh ki yeh namard hai,0
705,705,ku salman ka naam bina use kare kam nhi hota kya bhai logo,0
706,706,Kute ka bacha hai,0
707,707,jo dusaro ko ganda bolte hai woh khud wahi hote hai,0
708,708,Kay kahna chah rahi ho,1
709,709,Bhadra hai sala,0
710,710,"job chahiye hm kuchh ldke jobless h, or hone wale h pdhe b km h bt work krna jante h",0
711,711,bhai ur evergreen,0
712,712,plz aap mere frnd baniye,0
713,713,Sir Mera sapna hai ki mai aapse milu salman sir ek baar.pls Nagpur Me.,0
714,714,Bajrangi bhaijaan ek no.,0
715,715,Akbarudin ovasi ek Sacha Muslim he or tu sale Musalmano ke naam pe kalank he sale suvar jese saqal Vale,0
716,716,salman khan fans is gaandu,0
717,717,Budha hai salman khan,0
718,718,De tera aur salman ka character hi waisa hai chip,0
719,719,Salmon bhai mai Apki boooooohat bari fan hn.,0
720,720,apne aap ko kya samjhte ho mushalman ko challage dete ho ab dekho hum mushlman bhi kuch kam nai he,0
721,721,Agar mushalman ko challange de rahe ho to bro movi m bhar de jholi wali kavali kyo aad ki ?????????,0
722,722,woh ganna sab mere liye banna rahi hai mai suune gi,1
723,723,Gr8....I love salman.....challenge bhi good or challenge dene vala bhi good........,0
724,724,salman khan bet hiro mai yuske sath pkchr me ka krna chta hu,1
725,725,bhai tum shahi ho,0
726,726,Nazar na lage,0
727,727,bhai apko nahi lagta ki kareena ne bhot zyada make up kr liya hai movie mein.. #Salmankhan,0
728,728,Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,0
729,729,Bhaijaan Allah ki ibadt aap bani h bani rhe bani rhegi bajrangi bhaijaan jrur hit hogi,0
730,730,musalman ho k... apne log ki baja rha h... ise flop kr do bhadwe ko...,0
731,731,Koi frnshp kre ga?,1
732,732,Bhai apks bazrangi bhaijan movi song verey nice,0
733,733,Harami kutta sala lanat ho tujpar,0
734,734,Teri film flop hogi dekh tu ab salman khan,0
735,735,hi sallu bhai <3,0
736,736,Iska film mat dekhna dosto,0
737,737,Chlo new frndz bnate hn,1
738,738,Yo yo ka song hona chaiye tha,1
739,739,Hallo salman sir,1
740,740,hello 22 jaan,1
741,741,Salman bhai ab to ap shadi kr lain...,1
742,742,bhai salman bhai,1
743,743,as salamolay kum vai jan,0
744,744,teri aukat kya hai khabbis jo ham musalmano ko nich bolta hai,0
745,745,salman bhai aslamolikum ...,1
746,746,Vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai,0
747,747,Salman khan sir suna ha ap PAKISTAN ah rahy ha,1
748,748,Salman bhai aap ye comments padhte ya reply karte ho ya nahi?,1
749,749,Chutiya salman.....khan banna hai to pahle shahrukh ban,0
750,750,Galt baat ke muslmano kai khilaf ovisey ka sath de na de.....galt q bola...?,0
751,751,Duniya me sabse acha kon hai to o sirf hamara veer Q ki o sirf Dil ki sunta hai,0
752,752,Bhikari eid Ka jkate sedka fitra lene aa rha he,0
753,753,Hai salman bhai,1
754,754,Hi salman ji me apka bahut bada frend hu,0
755,755,tumhare dil me kuch na kuch khot to hai phone nahi karne ka region samajh me nahi aata aisa kis relationship me hota hai,0
756,756,Gud morning bhaijaan,0
757,757,galti tum kar rahe ho aur saja mujhe mil rha hai,0
758,758,SALMAN khan KI maaki chit uski maaki chutme modi KA lawda saala harami KI janwaad naaliya kholia KI paidaas uski bahen KI naak me ganpati KA land WO chinaal Randi maadarchod hai,0
759,759,Love love love,0
760,760,Han bro roza to rahkata hun,1
761,761,Chutiya no 1......jo apne dharam ki nahi ho saka o kisi bhi dharam ka nahi......kehte hai na log k..jo khud ko pyar nahi karta o kisiko bhi pyar nahi karta,0
762,762,mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti,0
763,763,na tum mujhse pyar karte the aur na hi ab karte ho sadi to karna hi nahi chahte isliye na phone karte ho aur na hi milte ho jhute makkar dhokhebaj ho tum,0
764,764,bb me jo kuch kie kahe sab bhul gae natak tha na sab camera ke liye kie the na,0
765,765,"Vidya gupta pagal ho gai h kay,.,,.,.",1
766,766,Mujay is baat ka fakhar hai kay ap muslman hai.,0
767,767,Hi Salman sir love u piz ek bar muje se bat Karo na sir piz piz piz,0
768,768,hi bhai aap ki film super ho jaye bajrangi bhai jaan,0
769,769,Naice naice naice....,0
770,770,jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !,0
771,771,tum se pyaar <3<3<3,0
772,772,Salman vai pls apne dare rakey..vai app ko boss boss lage ga..,1
773,773,Oye tu kyu badi badi baate karra hi...... Pagal ho kya...,0
774,774,Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.,0
775,775,Salman g agar ye msg dekh rahe hoto reply karo plz,1
776,776,Pata nehi ap msg dekh rahe ho ya nehi,1
777,777,"Par me salman g se itna pyar karti hu k ye page to unka hai,isi liye jyada comment me karti hu,taki unhe pata chale k me unki kitni bari diwani hu",0
778,778,Love u salmaan khan ji love u so much mithuuuuu...mmuuaahh,0
779,779,tum kis mitti se bane ho koi tumhare sath 3.5 se bat kar rha hai 3.5 sal se ek hi chij se ek hi bat kah rahi hai tumhe koi phark nahi padta,0
780,780,sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,0
781,781,woh twitter pe painting tu kia acha tha,0
782,782,Kutta hai to na to muslim na to hindu,0
783,783,Nhi nhi thanks nhi 3 logo ko aur bta dena,1
784,784,but Salman bhai aap shadi q nahi karna chahte,1
785,785,Girna samal nai lage,1
786,786,Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),0
787,787,jaan meko bol tuje koi pareshani mai apne bhagwan ko chahta hai jawab de,1
788,788,mar jaye woh log jo mujse jalte hai mere bharmini hone se jalte hai unka wenaash ho jaye,0
789,789,Salman handsome king,0
790,790,meri baat par kisi bhi hamazade ko koi bhi doubt ho shock se aye mere village,0
791,791,salman fans addme <3,1
792,792,jo mujhe req bhejenga mai usse apna nr dungi promise,1
793,793,Salmaan khan bollywood rss or bjp ka naya kutta,0
794,794,sidhi vinayak ganesh ji ki jai hoooooo,0
795,795,Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,0
796,796,Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok,1
797,797,Muskurane ki waja tum ho,0
798,798,Hay sallumeya eid mubark ho,0
799,799,Salman meri family boht sharif he hm apni bf k sath ayashi waste apne maa baap ki izet khak me nai mila sekte,1
800,800,salmaan khan tumhare naam k pichey khan accha nahi lagtahai hata de muslaman ke naam ko jo itna hi bura kagta hai islamic dharm to abhi chod de zarurat nahi hai tumhari islaam ko,0
801,801,bb ki liye toh maine already bol rakha hai abi se,1
802,802,meri bas ek dua hai ek bar mujhe milna hai apne bhaijan se,1
803,803,kal lakshmi mata ki aarti hogi subha ke waqt namaste jii,0
804,804,jo jo gali diya hai sabko sunna hoga ab,0
805,805,ami salman ke valobasi...i love u SALMAN,0
806,806,No.diziye whatsupp ka photo bej dete hai,1
807,807,aap mere gao ki kahani p ek film bana do...,1
808,808,Ek baat btao,1
809,809,ALLAH aap ko har taraf se kameyabi de,0
810,810,Helo salman bhai jaan.,0
811,811,Salman Bai Agar ap ya Coments par ra han to plz ans b dan ap kasy han Aur rozay kasy guzar raha han.,1
812,812,Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,0
813,813,bahut ganda msg tha,0
814,814,bajrangi veer putra dal de,0
815,815,loveu tooooo ur vey handsam,0
816,816,ye sab kuch nahi hai exal aur coral me bhot sare formula and short cut hai wo yad rakhna padta hai,1
817,817,swal kai hai jwab kab doge,1
818,818,Etni lambi speech sa kuch mi hotta sirf 2 word khna or unka suna sa frk atta h ........ sekho i love you sallu??,0
819,819,sabse bada fan hu salman bhai aap ka,0
820,820,Rfta rfta dakho akh mari kadi h akh jisa lgi mera samna vo khda h i love you salman ji???????????,0
821,821,bas bhai 24-25 ke lag rahe aap to .,0
822,822,hello sir kaise ho plz reply tou de dou aaj plz sir,1
823,823,sir orissa pe kavi aao na.plz...,1
824,824,Jaldi btao bhai jaan,1
825,825,bhaijan kolkata ka har log ready.....up ekbar kolkatame aajao,1
826,826,Aslma alikum bhai jaan,0
827,827,ye sabka record todne wali he,0
828,828,Bollywood king my bro salman khan,0
829,829,Bajrangi bhaijaan sab record todegi salman bhai jiii,0
830,830,Salman aapse milne ke liye Hume kya kare,0
831,831,Bhai jaan apse ek request tha.... ek baar apki koi dance functions me dance karne ka moka dete toh.... ye jindegi ki sabse bada dream pura ho jata,0
832,832,lov u sallu bhai,0
833,833,Ramzan me sabki madad karte ho aap isiliye vo aaye the,0
834,834,"350 cr kamati ab,",1
835,835,"tayyar ho gaye kab se,ab jaldi aao!",1
836,836,salman ji hm jarur dekhenge aaj aapka teaser and 17th july in cinema Bajrangi Bhaijaan...love you salman ji.,0
837,837,Han bhai aaj raat party to bnti h,1
838,838,kuchh reply to dijiye salmaan bhai.. abhi fauran......,1
839,839,Ha bhai kab se tyaaar hai Patiy ke liye,1
840,840,Eid ke bina salman khan ki movie flop..akshay kumar ki movie chahe jab release ho hit hoti hai..,0
841,841,Yessss my cuteee salman,0
842,842,Salman Bhai aap cinta mat karo apki movie ham hit kare ge,0
843,843,bhai plzzzzz apni movie 27 ramzan ko release na kiya kro. its my request q k ramzan ki 27 v rat(holy night) ko shbe kadr hoti he. sare muslman ibadat krty he. ap b muslim ho na. #beingsalmankhan #bbthiseid #aajkiparty #bajrangibhaijan,1
844,844,iftar party mere taraf se aajao,1
845,845,Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,1
846,846,eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,0
847,847,are salman sir agar mere coment ko padhma to plzzz ek bar reply karna,1
848,848,kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,0
849,849,Pehle roze to rkh le fir eid manana...,1
850,850,Bilkul kab se net pe search kar rahe he aapke gaano k liye bajrangi bhaijaan. ..,1
851,851,Kyu nahi ap eid per ap bolaye or hum na aye hum jaror aye g,1
852,852,Kaum ke gaddaro ke sath parti nahi krte hum,0
853,853,Salman ki diwaniya muj se ek baar chat krlo plzz......,1
854,854,Sory main nhe aasg t main pakistan main ho???,1
855,855,Movie flop ham sab ke tarfse aap ko bhai mmubarak,0
856,856,Mjh say bat karo na sweeeto 1 ber bus 1 ber,1
857,857,Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,1
858,858,no way...pura ek mahina ramzan ki ibadat k baad eid mey aisi movie kon dekhega jaha hanuman chalisa padhaa ja raha ho....,1
859,859,Râ€žj'Å’v Vâ€¹Vâ€ â€˜Â¤ Ready ho bhai aaj ki party ke liye,1
860,860,Main to nahi ye movie dekhuga Salman ki har ek movie dekhi but ye nahi dekhuga,0
861,861,koi bhi larki fedda ho jaiga app ka upar dekhna app,1
862,862,ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,1
863,863,Big brother party de or ye chota bhai party me nhi aae aase ho skta hai kya kbhi #Salu bhai(bajrangi bhaijan),1
864,864,Bhai hamara naseeb kha hum aapke sath party kar sake,1
865,865,nar ja kutte,0
866,866,Ap riyel salmankan hai to sun no ke pahele ye socho ke msalman hai ke nahi hai to akhirat ki fika kar,1
867,867,Lovly sallu bhaijine,0
868,868,bhai iftaar farty hai kya?,1
869,869,Kis khushi me tyar hojae bhai shadi ki party dere ho,1
870,870,yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,1
871,871,aaj ki party bhai k taraf se,1
872,872,kiski party bewakoof badtameez,0
873,873,Salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,0
874,874,ek dum tayyar,0
875,875,bhaio ye khabar afwah he Muslims ko challenge karne wale,1
876,876,Super duper flop...inshallah nich hai Salman Khan tu..?,0
877,877,Hm toh taiyar bs apke tasrif rakhne ki deri h.,1
878,878,Tum.sala.hindu.,0
879,879,is kutte ki filam dekhne koi bhi schha muslim nhi jayega,0
880,880,Haaa bhai hoooo gyi party aaj ki,1
881,881,Aaja bhan k loda apna baap sa baat kr tare maa ka maru bhoxda sala cutta,0
882,882,Ma teyar houn jnb,1
883,883,Teri party tere baab ko de na layak,0
884,884,Tanik kaisen ho,1
885,885,Mere kuch samaj mai nhi aara m kya kari hoon,1
886,886,"Khan bole tho salman khan, dil tadap ra bhaijaan ke liye",0
887,887,Bhai apne bola air Maine comment maar dia...Eid Mubarak ho,1
888,888,Uski party kisey hona bhai,1
889,889,Pak mei KB hogi party with salman:(,1
890,890,Salman bhai es songs ko movie me bhi dalo plz,1
891,891,salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,0
892,892,Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,1
893,893,Ha bhai party kaha h kon si jagha per kiya timing h party ki or kon kon aa raha h party me,1
894,894,Bhai song utna acha ni tha jitna socha tha but nyc song,1
895,895,Sala kutta tera movi kon dekhe ga harami,0
896,896,Salman bhai ji ko Namastey Salaam.ye Eid apki superhit ho.jai bajrangbali.,0
897,897,very very very very very nice,0
898,898,Eid Mubarak bajrangi bhijaan,0
899,899,lov you salman,0
900,900,Yes bhai boleto fadu song,0
901,901,Bhai i'm so sad mje yh song site pe nhe mil rhamai kese sunu yh sng,0
902,902,Osm party salman bhai apka gift,0
903,903,Koi bhi musalman is ki picture nahi dekhna,0
904,904,mast h bhai ek no1.,0
905,905,Ek bAat apki achchi nhi lgI... #Salman_Bhai... mekO pTa h aP bZy h bt vO bAat apKo ptA nhi chl paegi jab tak aP mekO cntct nhi krenge m apni bAat v clear nhi kr paunga,0
906,906,ramzaan aur eid bahut bahut Mubarak ho i love u,0
907,907,ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,1
908,908,Ramadan Mubarak salu bhi..,1
909,909,Lubbbbb uuuu sallllluuuu,0
910,910,Isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,0
911,911,"U jahanami ,,,.hate u ,,waqt hai sudhr jao,,,",0
912,912,Nice bajrangi bhai. ..,0
913,913,sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,1
914,914,allah ke nam ki behurmati ki tune salman,0
915,915,Kala dajjal hai salman khan,0
916,916,Jai jai bajrang bali sallu bhai ek number,0
917,917,shandar song hai!,0
918,918,Allah ap ko apna haveza aman ma rakha,0
919,919,Bhai ki chalati he isliye achhe accho ki jalti he.........,0
920,920,i love u salman vai.i always like u vaijan.khuda hamesha apki saath rahega..,0
921,921,"yes,boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti <3",0
922,922,salman ki band baj jani chahiye is baar,0
923,923,Yas ye film koy bi math dekho bhajrang bhaijan uter flop hona ye film,0
924,924,Oo salman sale ku bohat ghamand ayi musalmaano ku bola ki musalman koy bi nahi dekhe tho bi chalegi meri film bolke bola,0
925,925,Isliye ye salman kutte film koy musalman math dekho,0
926,926,Sllam bhai jaan EIDmubarakh.,1
927,927,har saal eid me ana dhoom machake jana,0
928,928,nice bhai mai jarur aaunga,0
929,929,Yhe special song 4 eid .....yhe party meri taraf se,0
930,930,bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,0
931,931,aliya zain ko kisi ne dekha h kya ??,1
932,932,Slman kya tm waqai musalman ho agr ho tu muslmano ke naam pr dhbba ho,0
933,933,yes yes yes aap log sahi bolre ho,0
934,934,Dektha hun kaise release karega movie,0
935,935,chup baith zaleel tu musalman nahi hai aur tu ek c***tiya hai mada****d,0
936,936,Iski ma chod do salman ki,0
937,937,sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai,0
938,938,Kutty sharam tou hai nhi tujh mai zalill insaan,0
939,939,Enka koi eman dharm nahi hai,0
940,940,bhosdiwalo bhai ke khilaf kuch galt mat bolo tumhari life jhand krdunga me mc harami log,0
941,941,Tum kafar ho,0
942,942,salo yha kyu apni maiya thukwa rahe ho.. sale chutiye bhaag jao.. ni to ga**nd paad dunga,0
943,943,Tume ka firAlha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,0
944,944,ye bhosdiwale bhagne vale nhi bc mc harami sale suwar ki olad,0
945,945,Eid ki party kahape milu bhai,1
946,946,bohat acha song h bhai jaan aap bohat jyda smart ho.,0
947,947,bhaijan eid mubarak,1
948,948,thnks alot sallu,0
949,949,Chor hai madarchod salman,0
950,950,Koi nhe dekhega es tere mivie,0
951,951,hindu Muslim ke naam pe paisa kama raha hai salman khan.. shame..,0
952,952,bhai eid ka gift nhi doge,1
953,953,agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna.,0
954,954,Yehi sahi waqt hai jab hamara imaan azmaaya jayega,1
955,955,Kafir ki aulad mai teri movi nhi dekhunga....,0
956,956,waise bhi bete hm bs yaha ana bs kam kiye hai warna hm aksar yahi raha karte the,1
957,957,Salman bhai mujhe bhi aana hai,1
958,958,wâ€¦ise tu boli nai ki hai kaha se,1
959,959,Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha,1
960,960,sandhya slman bat nai karega,1
961,961,Alisha sallu hat ni aane vala the sapne dekhna band karo,1
962,962,Or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,0
963,963,yeh chutye ko leker jaker bathroom mein bandh karo re,0
964,964,sallu is bst,0
965,965,Taiyar hai bhai jan,0
966,966,Salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,0
967,967,Nich musalman kis ko bola pehle apne aap ko dekh tu aaj jaha par hai un musamano ki vajah se hai. Samga.hamko dhamki deta hai kon dekhna chahega ye sadi movie,0
968,968,Weat karna padega,1
969,969,Ap sache wale being human ho bus apki yahi bt sabse Alag h...ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho....saf pakk dil h apke pass Jo etni dou,0
970,970,Agar ek Muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi .pahale unku dawath do jo us darinda ko support kartha ho kaho ki Islam kya,0
971,971,bahut pyaar h aap nhi samjhoge,0
972,972,Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,1
973,973,Tu dil hai tu jaan hai..mera salman hai,0
974,974,o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe,0
975,975,Teri party tujhe hi mubarak humare liye Allah hi kaafi h,1
976,976,mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,0
977,977,Bajarangi film flop hogiii salman ki. Maaa bahen hoo gii saaaalaaaa chotiya,0
978,978,aabki baat 800cr par bajrangi bhaijaan (y),0
979,979,awsome song bhaijan...,0
980,980,"yes, lv u sallu bhaijaan...",0
981,981,Sir ji apni kise s wada keya hi,1
982,982,Lanat ho bajrangi shaitan par lanti slman,0
983,983,hume bhi party chahiye,1
984,984,flop movie kutta salman,0
985,985,Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,0
986,986,salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok,0
987,987,Eid kab hain? Jis din Salman ki filim release hoti hai.,1
988,988,voh toh haiiiiii,1
989,989,"Ied mubarak ho salmaan g.khuda se dua hai,aapki ye movie bhi badi hit ho,aapki last movis ki tarah.",0
990,990,Apki movie me sbko bolna hai jai siya ram tab eed manegi acchi...,1
991,991,bhai jaan jaisa koi nhi mai super man bhai jaan ka fan.,0
992,992,Eid ke din salman apni maiya chudae,0
993,993,sabki jaan salman khan.,0
994,994,Nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h,0
995,995,Ha bhai salam,1
996,996,my sallu bro always mindblowing salam sallu bhai,0
997,997,iss bar eid ki party bhai ki tarf se...........,1
998,998,M aapko mis kar rha bhaiya kab aayega big boss plz reply karna,1
999,999,Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,0
1000,1000,Don't wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge,0
1001,1001,Amazngggggg bhaijaan.... Love uuuuh koi kuch ke le mai toh 1 st day 1 show jaunga....,0
1002,1002,salman khan ek achhe enshan hai mere bhai hai,0
1003,1003,Ab kis baat bheek mang rha rha hath faila kr eid pr,0
1004,1004,eid mubarak bhaijaan in advance,1
1005,1005,Party to tab hogi jab life mein pretty hogi and pretty life hogi and pretty hi my beloved wife hogi,1
1006,1006,kamina salman yehi bolna chare ho na maqsood bhai,1
1007,1007,Pirty toh aap k sath karni thi boss,1
1008,1008,ramzaan or eid mubbark ho salman bhai 8863960135 mai aap ka wait,0
1009,1009,Hum to hamesa tayaar rehte hain....bas aapki aane ki deri hoti hai.......;-),1
1010,1010,oui salman khan,1
1011,1011,aap Kavi hamare orissa me to aao,1
1012,1012,salman bhai main apka bahut bada fan hu mujhe apki bahut pasand aata hain.,0
1013,1013,i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga,0
1014,1014,sallu bhai ilove you,0
1015,1015,Bhai tyohaar to bhai ka hai tou wo humara hua na,1
1016,1016,Salman tum baishram ho pahlai Nam ka Matlab janlo pir samjo gai,0
1017,1017,Warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch Dino baad hai,1
1018,1018,Sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num 03356507139 Skype I.d abdul.rehman6731 plzzzz contact meabdul.rehman.sahabto,1
1019,1019,Bhai logo sbse bda dharm insaniyat usko follow karo,1
1020,1020,Iss bar BJP ka kutta Muslim pe dhabba aanne wala hai eid k din jaha b ye kutta aayega jute mar k bhagao sale k ghar me ghusu,0
1021,1021,Ye koun kutta bola,0
1022,1022,Yahi to sab log chahte hain ki hum lade aur tum log vohi kr rhe ho,1
1023,1023,Ashu Singh tu kya janta hai,1
1024,1024,Ashu yar bs kro. . .,1
1025,1025,Pk?????......agar bhagwan ko pujne ke liye ek chhoti si murti ki jarurat ni hai to tum bahanchod hizdo ko itne bade maszid ki kya jarurat hoti hai DHILE LAND KI PAIDAISHO???,0
1026,1026,Abdul raheem bhai iske nhi samajh aayga mu bhat hai sala maners to hai hi nhi isme isko samjhan khde ke aage been bajana hai,0
1027,1027,Ashu Sing tumhari saat howa hoga tum logo ka Mandira mai haaaaaaaaa,1
1028,1028,Bhupender Panwar ab tum mojsai q poch rahai ho ka mai Kon ho,1
1029,1029,Yar ashu tm had par kr rhe ho. Plz bs kr yr. . .itna nonsense mt bolo,0
1030,1030,Ashu Singh tumhari baat hamai samag nahi arahi,1
1031,1031,Abhi tak to bada dum tha tum logo ke laudo me??????? achanak se dhile ho gaye????,0
1032,1032,@bhupendra panwar...tu pakistan kyu ni chala jata 5 saal k liye..?,1
