,Unnamed: 0,text,label
411,411,buuma jio-lokeTa pata laga tasviira leha na ladaakha .,1
412,412,biiesa cha.mdrashekhara vo phiraka ge.mdabaaja jinaka saama richarDsa jaisa diggaja ballebaaja़ ke paa.mva Dagamaga,0
413,413,piiema moda aisa kya ga़la kR^iSha kaaanuuna ke mudda kisaana ke pradarshana duniya ke sabasa baDa़ virodha pradarshana badala diya,0
414,414,buuma paaya vaayarala klipa saala puraa koviDa-19 ke kaaraNa chala raha lॉkaDaauna sa.mba.mdhita naha hai.,1
415,415,kisaana sa.mgharSha samita aaropa sarakaara ke ishaara loga aa.mdolana hi.msaka bana chaaha,0
416,416,daava kiya raha karnaaTaka ke hubala ismaaila naama ke muslima yuvaka hinda mahila aasha hatya dii.,1
417,417,abhinetra nusarata jaha phoToshॉpDa tasviira soshala miiDiya teja vaayarala raha hai. tasviira chehara nusarata jaha,1
418,418,raajaniitika vishleShaka kaha tamaama mudda ke baavajuuda jana ke mana baata bhaaँpa mushkila ja़mii hakaiika़ta Tiiva DibeTa soshala miiDiya alaga saka,0
419,419,buuma paaya viiDiya maii 2018 shuuTa kiya gaya isaka kashmiira mudda sambandha naha,1
420,420,buuma paaya masjida daraasala kaTara baaaara saagara madhya pradesha naa mu.mbaii,1
421,421,kaisa karaacha vo hamala jisaka yaada nause divasa mana neva De visheSha,0
422,422,eyara i.mDiya niilaama kisaana aa.mdolana kaarTuuna,0
423,423,tiina kR^iSha kaaanuuna virodha raha kisaana ke sarakaara ke aaTha daura baatachiita ke gatirodha kha़tma naha,0
424,424,salamaana raava maii 2020 kiya unaka phaesabuka laaiva ke sammaanita kiya gaya,0
425,425,vR^indaavana pulisa buuma bata maamala rohi.mgya musalamaana ke shaamila ख़bara फ़rज़ .,1
426,426,briTena yuuropiiya sa.mgha ke posTa-breg़jiTa TreDa Diila ke briTena bhaarata sahita duusara desha ke phra TreDa maarga prashasta gaya,0
427,427,buuma paaya vaayarala viiDiya disa.mbara 2019 gujaraata ke ahamadaabaada siiee ke virodha pradarshana ke philma gaya,1
428,428,yoga aadityanaatha bhe.mTa diya kumbha-2019 loga phoToshॉpa karaka tasviira gaya vaayarala,1
429,429,buuma paaya vaayarala viiDiya paakistaana ke karaacha ghaTa saala agasta,1
430,430,buuma paaya nakala viiDiya bhuuvaij~naanika dvaara paa ke niicha jvaalaamukha visphoTa vinaashakaara prakR^ita chitrita,1
431,431,vidhaanasabha chunaava ke natiija ke nare.mdra moda ke likha tiina saala puraa chiTTha teja phaila raha hai. daava kiya raha,1
432,432,buuma paaya mahila usaka pata dona hinda ghaTa saa.mpradaayika koNa naha,1
433,433,aarabiiaaii pravak kaha kvoTa gavarnara urjita paTela le de naha,1
434,434,unaka kadama unaka rishtedaara dosta maa.m kya kaha,0
435,435,koronaavaayarasa sa.mba.mdhita ग़lata jaanakaara phaila raha hai. daava kiya raha braayalara murga koronaavaayarasa paaya,1
436,436,melabarna i.mDora restara viiDiya vaayarala ke bhaaratiiya krikeTa Tiima saporTa sTaapha़ koro vaayarasa TesTa kiya gaya,0
437,437,kha़tma pahaaDa़ chala pahaaDa़ sama.mdara ke paara a.mtataH sabaka rula,0
438,438,savaala uTha raha kya aarabiiaaii bhaaratiiya bai.mki.mga sekTara nigaraa paryaapta ruupa sakShama naha,0
439,439,daava tasviira vartamaana chala raha kisaana aa.mdolana ke vata .,1
440,440,dilla ke bॉrDara aa.mdolana raha kisaana kaha vo supriima korTa pahala svaagata unaka aaropa kamiTa kisaana maa.mga le bana vo sarakaara ke pakSha kaama,0
441,441,buuma itihaasakaara raa saफ़va khabara samba.mdhita patrakaara baata bata Deska gala 2018,1
442,442,buuma kolaaja istemaala tasaviira rivarsa imeja sarcha kiya paaya tasviira maii 2014 bhaajapa sarakaara ke sat,1
443,443,aarabiiaaii ke aa.mtarika kaarya samuuha audyogika gharaana bai.mka laaise.msa de siphaaarisha,0
444,444,bhaaratiiya iishvara puuja ke apa adhikaara laDa़ laDa़,0
445,445,vaayarala posTa daava viiDiya dikha raha mahila raila kanhaiya kumaara ke khaड़ mahila - guramehara kaura,1
446,446,vitta ma.mtra nirmala siitaaramaNa aatmanirbhara bhaarata paikeja tiisara kaista ghoShaNa,0
447,447,viiDiya teja phaila raha jisama daava kiya raha naaga saadha muslima piiTa hai. deharaaduuna pulisa,1
448,448,TesTa vana De maicha sabasa jayaada vikeTa le vaala shriila.mka ke puurva spinara muthaiya muraliidharana bana phailma virodha raha kya kaha isapara muraliidharana,0
449,449,buuma paaya viiDiya muula ruupa 2014 siiriya ke hoTala bhayaanaka visoTa puura aleppa shahara dahala gaya,1
450,450,chiina sameta eshiyaa-prashaa.mta mahaasaagara kShetra ke 15 desha ravivaara duniya sabasa baDa़ vyaapaara sa.mdha viyatanaama ke hanoii hastaakShara kiya,0
451,451,bihaara ke jaatigata samiikaraNa baata la.mba biijepa hi.mda pahachaana ke aadhaara voTara laamaba.mda laga isaka soshala i.mjiiniyari.mga usaka dhyaana raha,0
452,452,jaha posTa daava kiya gaya vaayarala klipa nuuiilaiNDa buuma paaya daraasala maTera iTala viiDiya,1
453,453,buuma paaya tasviira 1955 nehara dvaara gaya briTaina yaatra ke,1
454,454,buuma pata laga vaayarala posTa dikha raha tasviira daraasala 2015 tasviira iraaana shakla mॉrफ़ karaka banaaya gaya,1
455,455,bhaarata ऑsTreliya ke khela raha duusara TesTa maicha ke chautha dina khela shura gaya maicha melabarna krikeTa graau.mDa khela raha,0
456,456,buuma paaya viiDiya i.mDoneshiya ke pashchima jaava sa.mbhaaga ilma gaya jaha chaara saala bachcha islaamika praartha,1
457,457,buuma pata laga abhine shaaharuख़ khaana Tiipa sultaana jaisa dikha posTara daraasala aina aarTa taura bana gaya,1
458,458,bhaarata iiraana ujabekistaana ke pahala tripakShiiya varki.mga grupa baiThaka chaabahaara porTa ke sa.myukta ruupa istemaala le baatachiita,0
459,459,svachCha bhaarata mishana ke adhikaara ke mutaabika saaDha़ aaTha laakha shauchaalaya bana haph naha isaka taiyaara 13 maarcha,1
460,460,buuma paaya tasviira tiina saala puraa bayaana ke mukhya dhaara ke miiDiya sa.msthaana vishleshaNa lekha naha,1
461,461,yuunivarsiTa ऑpha barna buuma bata फ़rज़ patra .,1
462,462,buuma vaakiya duusara koNa liya gaya viiDiya khoja nikaala paaya loga saajida bhaaii i.mdaabaada kaha raha naa,1
463,463,buuma paaya vaayarala tasviira daraasala 2018 lii gaya tejashva yaadava vyaapaara ke marDara ke virodha pradarshana,1
464,464,eshiyana nyuuज़ i.mTaraneshanala TviiTa ग़lata suucha prakaashita jisama daava a.mtarraaShTriiya khilaaड़ bhaajapa shaamila gaya,1
465,465,ilaahaabaada haaii korTa jasTisa pa.mkaja naka़va viveka agravaala 18 disa.mbara yuva ke pata yaachika sunava phaaisala suna,0
466,466,pashchima hi.mda mahaasaagara ‘eksarasaaija़ maalaabaara 2020’ duusara charaNa jaara,0
467,467,23 saala ke prabhaata saaha kripTograapha madada aisa takaniika vikasita jisaka madada paasavarDa oTiipa ke bi Traa.mjaikshana kiya saka,0
468,468,vaayarala posTa daava kiya gaya manamohana si.mha soniya gaaँdha ke paira Chue haalaa.mka tasviira pagaड़ paha dikha raha shasa,1
469,469,piChala dina aisa maamala saama aae jinama sarakaara ke aalochaka raha kaaida ke kruura bara raha,0
470,470,soshala miiDiya kisaana netR^itva raha ayyaakaana kaa.mgresa ke joड़ kiya raha vaayarala,1
471,471,24va bahuraaShTriiya samudriiya abhyaasa maalaabaara pahala charaNa sa.mpanna gaya,0
472,472,yuuज़rsa tasviira haaliya kisaana aa.mdolana joड़ sheyara raha hai.m.,1
473,473,ऑyala i.mDiya kaha asama ke baaghajaana gaisa ku.me laga aaga paa.mcha mahii kaaba paa liya gaya,0
474,474,prasaara bhaara chii videsha ma.mtraalaya puuCha bhaarata jammuu-kashmiira visheSha darja kha़tma kiya chiina kaDa़ aapatta jata paakistaana ke maamala chupa kya,0
475,475,soshala miiDiya i.mTaraneTa mॉrpheDa phoTa kiya raha vaayarala,1
476,476,viiDiya raahula gaaँdha ke sa.mkalpa yaatra ke akTuubara 29 madhya pradesha die bhaaShaNa klipa kiya gaya,1
477,477,buuma sha.mbhava siddha sa.mparka kiya maasTara Digra Chaatra jeenaya paDha़ raha . vaayarala esabuka posTa,1
478,478,daava amita shaaha raama ma.mdira naa bana kaha raha nare.mdra moda musalamaana kisaana maara daava raha,1
479,479,karnaaTaka variShTha patrakaara gaura la.mkesha hatya aadhaarita sTriiTa pla viiDiya galata sandesha ke ira raha soshala,1
480,480,buuma paaya tasviira 2013 naaTaka Drॉi.mga da laaina bhaarata ke vibhaajana aadhaarita,1
481,481,buuma paaya pulisa shuuTi.mga viiDiya daraasala jhaarakhaNDa pulisa 2017 aayojita mॉka Drila .,1
482,482,maayaava kaha samaajavaada paarTa hara ke ja़ruurata paDa़ unaka paarTa biijepa samarthana saka,0
483,483,15 aktuubara bhaarata ke ke sabasa lokapriya raaShTrapata epiija abdula kalaama jaya.m unaka 88va jaya.m paDha़ visheSha lekha,0
484,484,buuma paaya tasviira hai.mDaovara samaaroha dakShiNa koriya koriya yuddha laDa़ vaala chii sainika ke,1
485,485,echaDiiephasa bai.mka ke pravak niiraja jhaa kaha posTa galata tariika़ aaditya puura joDa़ raha isaka,1
486,486,takShashila vishvavidyaalaya DॉkTareTa Digra praapta laala prasaada yaadava ke putra teja prataapa tasviira,1
487,487,buuma paaya vaayarala tasaviira pradhaanama.mtra dvaara paudhaaropaNa ke lii gaya naa bhuuma puujana ke vata,1
488,488,kR^iSha ma.mtraalaya ke sachiva sa.mjaya agravaala patra jaara kisaana yuuniyana ke bhaarata sarakaara ke ma.mtra uchchastariiya samita baatachiita ke naii dilla sthita vij~naana bhavana bula,0
489,489,buuma pata laga esabuka sheyara kiya TviiTa skriinashॉTa daraasala aina peja liya gaya saspe.mDeDa,1
490,490,paakistaana adaalata pratiba.mdhita sa.mgaThana jamaata-uda-daava ke mukhiya haaphaija़ saiida saaDha़ 10 saala kaaida saja़ suna,0
491,491,bihaara ke jaatigata samiikaraNa baata la.mba biijepa hi.mda pahachaana ke aadhaara voTara laamaba.mda laga isaka soshala i.mjiiniyari.mga usaka dhyaana raha,0
492,492,i.mDiyana eksapresa baatachiita ke yuueii raajaduuta ahamada alaban kaha visheSha raasha aadhikaarika ghoShaNa,1
493,493,buuma uttaraakha.mDa vanya vibhaaga ke variShTha adhikaara baata karaka pata laga vaayarala tasviira uttaraakha.mDa naha,1
494,494,biieaarasa Tiiva chainala Tiiaarapa nila.mbita kaarTuuna,0
495,495,bihaara vidhaanasabha chunaava biijepa jeDiiya adhika siiTa haasila hi.mda bhaaSha raajya uttara pradesha ke biijepa ke baDa़ chunau raha bihaara kaamayaaba kaisa dekha jaaega,0
496,496,buuma paaya tasviira daraasala ऑnalaaina bilaborDa janareTara ke istemaala bana gaya,1
497,497,pradhaanama.mtra nare.mdra moda somavaara dilla meTra meje.mTa laaina bhaarata pahala bi Draaivara ke Trena sa.mchaalana takaniika udghaaTana kiya,0
498,498,viiDiya esabuka TviTara sheyara raha haala raa.msa islaamika ugravaada skuula Tiichara hatya,1
499,499,ahamada paTela ke baara kaha soniya gaa.mdha maana thii.m vo ekamaatra amita shaaha puura biijepa baraabara sakShama,0
500,500,prakaashita lekha daava khaana koro vaayarasa ke karva ulTa disha paढ़ jabaka lekha sabasa pahala paakistaana,1
501,501,buuma paaya klipa 2019 ke yuuTyuuba vebasiiriija krॉpa,1
502,502,DonaalDa Trampa kaarbanakॉpa Denisa elana ma.mchana varSha shuruaata yuunaaiTeDa ki.mgaDama ke Traaphalagara sveara aayojita,1
503,503,buuma baina kiya 59 eppsa ke vikalpa suucha bana naज़ra Daala,1
504,504,paakistaana khaaibarapakhatuunakhava praa.mta apa aitihaasika dharohara ke mashahuura gaa.mdhaara bauddha viraasata ke sabasa ahama ke.mdra,0
505,505,buuma paaya viiDiya 2017 shuuTa kiya gaya jisama mahila piiTa nirNaya gaa.mva ke mukhiya liya,1
506,506,buuma mu.mbaii ke manochikitsaka Dॉ saagara mu.mdaड़ baata ke jaana koshisha koronaavaayarasa lॉkaDaauna asara loga ke,1
507,507,phauuDa sTॉla chala vaala kaa.m prasaada Doneshana ke paisa le laga heraaphera aaropa yuuTyuubara kiya dhokhaadhaDa़ inakaara,0
508,508,paakistaa apa ke vimaana kaisa gira viShaya vya.mgya nyuuज़ riporTa ke ruupa sheyara kiya,1
509,509,unaka anajaana loga bacha ke hara roja़ mauta ke kha़tara saama koro vaayarasa siidha mukaaabala raha svaasthyakarma,0
510,510,graau.mDa riporTa ke maadhyama buuma vaayarala viiDiya satyaapana kiya tathya saama aaya la.mba kataara sharaaba,1
511,511,buuma paaya tasviira 2008 jisama nepaala pulisa tibba nirvaasita vyakta ke jhaड़pa darsha hai.,1
512,512,buuma paaya paakistaana ke multaana ghaTa viiDiya jisaka kashmiira sambandha naha,1
513,513,TviTara esabuka daava kiya raha 21 sikha rejime.mTa ke sainika istiiफ़ diya,1
514,514,pha़riidaabaada niki tomara ke ghara loga taaँ laga rishtedaara kaha unaka beTa mara dharma naha badala,0
515,515,anuraaga kashyapa yauna shoShaNa aaropa laga ke maamala R^icha chaDDha paayala ghoSha kaaanuu noTisa bheja,0
516,516,shriipada naaika karnaaTaka yelaapura gokarana raha unaka kaara saDa़ka ke kinaara gaDDha gira,0
517,517,buuma haidaraabaada pulisa baata karaka pata laga pratima sthaapa le maarapiiTa shaamila sabha loga hi.mda dharma ke,1
518,518,buuma pata laga myuiyama Tiima moda shaariirika naapa le raha naa unaka mekaapa raha,1
519,519,dilla pulisa buuma bata ma.mdira toDa़phoDa़ shaamila loga puraa dilla ke tatha unaka bajara.mga dala le,1
520,520,rakSha sauda ke anusaara saala phraa.msa haimara misaaila bhaarata de bhaarata ja़ruurata dekha phraa.msiisa vaayuse apa ja़khiira misaaila bhaarata de phaaisala kiya,0
521,521,aफ़aanistaana vimaana durghaTa viiDiya vaayarala raha hai. daava kiya raha viiDiya ithiyopiya vimaana durghaTa,1
522,522,aibiipa nyuuज़ e.m rubika liyaakata apa ऑishiyala TviTara hai.mDala bayaana kha.mDana फ़rज़ karaara diya,1
523,523,naaijiiriya ke raaShTrapata hamala ‘paagalapana’ karaara diya miiDiya riporTsa ke anusaara hamalaavara dhaana ke kheta kaama raha khetihara maja़duura baa.mdha unaka gala kaaTa diya,0
524,524,oDisa virodha pradarshana tasviira sa.mpaadita kiya gaya daava kiya raha sabariimaala mahila ke,1
525,525,maaladiiva chiina ke ka़rja़ le hamesha chi.m jataaya raha piChala hapha kalaha saapha़ taura soshala miiDiya dikha,0
526,526,soshala miiDiya viiDiya teja vaayarala raha hai. daava kiya raha patrakaara abhisaara sharma uttara pradesha sarakaara ke,1
527,527,buuma paaya viiDiya akTuubara 2009 ऑnalaaina maujuuda kathita taura paakistaa taalibaana sa.mba.mdha ke,1
528,528,buuma paaya klipa vaastavika maa raha daraasala 5 heDeDa shaarka aTaika naamaka ilma klipa .,1
529,529,maamala supriima korTa pahu.mcha chuka,0
530,530,buuma alaga-alaga praaima Taaima sho ke puura episoDa mila . 2013 duusara saptaaha pura,1
531,531,buuma aaiisiiemaaara dilla ke ga.mga raama aspataala sa.mparka puShTa vaayarala meseja unaka dvaara jaara kiya naha,1
532,532,siriija़ R^iShabha pa.mta cheteshvara pujaara shubhamana gila shaardula Thaakura mohammada siraaja jaisa khilaaDa़ behada nirNaayaka bhuumika nibha vo dikha dina pahala lagabhaga asa.mbhava saa laga raha,0
533,533,kisaana sarakaara ke ChaTha daura baatachiita pahala jaana puurva kR^iSha ma.mtra puurva phauuDa kamishnara puurva epha़siiaaii cheyaramaina mudda juDa़ jaanakaara kya hoga raas,0
534,534,buuma paaya chitra alaga-alaga Chava sammishraNa paatra Trola ke phoToshॉpa kiya gaya thaa.,1
535,535,raaShTriiya kaamadhena aayoga apa pahala kaamadhena gau vij~naana prachaara prasaara pariikSha aayojita raha,0
536,536,raahula gaaँdha dubaii daura alaga-alaga tasviira raha galata sandarbha dhaड़lla vaayarala,1
537,537,ऑTa sekTara bhaarata jiiDiipa 7 pratishata yogadaana de koro mahaamaara sekTara bura haala diya,0
538,538,vaayarala tasviira ke daava kiya raha bihaara chunaava haara ke raaShTriiya jana dala ke datara miTha phe.mka,1
539,539,variShTha kaa.mgresa kaa.mgresa liiDara gaulaama naba aajaaada bihaara chunaava paarTa ke kha़raaba pradarshana kaha chunaava phaaaiva sTaara kalchara naha jii,0
540,540,vaayarala maiseja loga ghara ke raha ke kaha raha kyo.mka sarakaara dava ChiDa़kaava raha hai. daava nakala,1
541,541,gulaaba ge.mda vaala De-naaiTa TesTa maicha kaptaa viraaTa kohala TesTa maicha ke vo bhaarata lauTa kyo.mka vo pi bana vaala,0
542,542,biieaarasa Tiiva chainala Tiiaarapa nila.mbita kaarTuuna,0
543,543,biga baajaaara phayuuchara grupa duniya ke sabasa amiira shakhasa amejaॉna ke jepha़ bejaosa bhaarata ke sabasa amiira rilaaya.msa ke mukesha a.mbaa ke aakhira kya daaँva laga dona ke Thana,0
544,544,ke.mdra sarakaara i.mTaraneTa phailma samaachaara ऑDiyo-vijauala saamagra de vaala DijiTala pleTaphaॉrmsa suucha prasaaraNa ma.mtraalaya ke a.mtargata laa aadesha jaara kiya kya isaka maaya,0
545,545,buuma paaya vaayarala posTa daava फ़rज़ tasviira raama ma.mdira nirmaaNa naha balka banaarasa kaasha vishvanaatha kॉriDora ke,1
546,546,vaayarala presa riliija़ bhaarata ke pradhaana ma.mtra kaaryaalaya dvaara jaara naha hai.,1
547,547,ke.mdriiya shikSha ma.mtra ramesha pokhariyaala nisha.mka siibiiesaii borDa 10va 12va pariikSha ghoShaNa,0
548,548,paakistaana ke karaacha dukaana jinaka naama bhaarata ke shahara dekha khaaasa riporTa,0
549,549,tasviira kejariivaala ajiiba sii sharTa paha naज़ra aa raha,1
550,550,bhaarata dava niyaamaka sa.mstha ke pramukha kaha desha koro vaiksiina ma.mjauura dii vo surakShita,0
551,551,buuma paaya vaastavika tasviira esosieTeDa presa dvaara 1946 lii gaya jisama javaaharalaala nehara ke gaaँdha haँsa naज़ra,1
552,552,viiDiya 2015 ke kaaryakrama bhaaratiiya paakistaana ke prathaagata miThaaiiya aadana-pradaana raha,1
553,553,buuma paaya tasviira gaura naamaka hathi sirigera karnaaTaka stitha taralaabaala jagadagura maTha,1
554,554,paarTa 27 ummiidavaara vaayarala suucha kha.mDana kiya saa.mpradaayika koNa diya raha,1
555,555,maanavaadhikaara divasa kaarTuuna,0
556,556,buuma paaya oTa gaaज़ sTripa iज़raayala hamala ke disa.mbara 2008 lii gaya,1
557,557,uttara pradesha ke gaajaiyaabaada jaila ke muraadanagara ilaaka shmashaana ghaaTa Chata gira ghaTa 25 loga mauta,0
558,558,buuma aapaka aisa paa.mcha udaaharaNa le aaya jaisa dikha vaala tasviira istemaala ग़lata suucha phaila ke liya kiya gaya,1
559,559,yoga aadityaanaatha mahila ke khailaapha़ aparaadha roka ke e.mTa romiya skvaiDa shuruaata vo achaanaka gaaayaba gaya,0
560,560,puraa dilla ke paasa bas puraa tasviira videsha ma.mtra suShama svaraaja ke kaa.msTiiTuue.msa vidisha bata,1
561,561,posTa nirmala siitaaramaNa naamaka फ़rज़ esabuka peja sheyara raha jisama daava siitaaramaNa dho balidaana baija vaala,1
562,562,buuma ke khojabiina saama aaya vaayarala klipi.mga maii 2018,1
563,563,kerala koro pahala maamala janavara saama aaya,0
564,564,buuma paaya adaakaara ursula aa.mdresa tasviira jemsa baa.mDa shrR^i.mkhala pahala ilma Dॉ no ke seTa lii gaya,1
565,565,फ़rज़ TviiTara akaau.mTa ke jhaa.msa aaya CNBC-TV18 abhijiita banarja ke naama pheka TviTara akaau.mTa maa asala,1
566,566,koya.mbaTuura pulisa ख़bara फ़rज़ bata hai. pulisa ke mutaabika sheyara vaala hai.mDala pata laga koshisha raha,1
567,567,spaaiDaramaina dvaara Trena roka piiema moda bhaarata bacha dikha lokapriya miima punaraavR^itta hai.,1
568,568,390 rana ke lakShya piiCha utara bhaaratiiya Tiima tarapha kohala raahula ardhashatakiiya paara khela Tiima haara bacha naha saka,0
569,569,buuma paaya tasviira 1955 nehara i.mdira gaa.mdha ruusa ke maigniiTogorska,1
570,570,kaanuuna ma.mtra ravisha.m prasaada maaँga raahula gaa.mdha shivali.mga aalocha javaaba,1
571,571,silikॉna Dॉlsa tasviira pahala baara soshala miiDiya vaayarala chuka,1
572,572,buuma paaya vaayarala tasviira aaditya pa.mchola naha balka baa.mdra pulisa sTeshana tainaata epiiaaii avinaasha nadavi.mkera hai.,1
573,573,tasviira 2018 praaima Taaima sho skriinagraiba jisama enaDiiTiiva ke variShTha patrakaara unha mila raha jaana,1
574,574,bihaara jana muulabhuuta suvidha shaamila paa ke pareshaana loga saapha pii paa upalabdha naha paa,0
575,575,ke.mdra sarakaara ke tiina kR^iSha kaaanuuna ke virodha kisaana sa.mgaThana guruvaara ‘dilla chalo’ maarcha aahvaana kiya,0
576,576,moda dvaara uddhR^ita abdulla kaalpanika bayaana vya.mgya vebasaaiTa eki.mga nyuuज़ hai.,1
577,577,si.mgara ekTara dilajiita dosaa.mjha dillii-hariyaaNa siima kisaana ke pahu.mcha vo shanivaara si.mgha bॉrDara kisaana ke pradarshana shaamila,0
578,578,uttaraakha.mDa raajaniita naja़ra rakha vaala jaanakaara maana aama aadama paarTa ke aana raajaniita ke samiikaraNa badala saka,0
579,579,buuma pata laga namaaज़ ada loga vaayarala viiDiya lॉkaDaauna laaga pahala,1
580,580,kisaana aa.mdolana shaamila kisaana sa.mgaThana hara roja़ rivya miiTi.mga ke aapasa apa samanvaya maja़buuta,0
581,581,tiina kameTa adhyakSha bhaarata mila unama taalibaana se.mkshana kaau.mTara Terarijama liibiya se.mkshana kameTa shaamila,0
582,582,pradhaanama.mtra moda maiDama TusॉDsa vaiksa myuujiyama sTecha ke naapa de tasviira galata bayaana ke vaayarala,1
583,583,buuma paड़taala saama aaya vaayarala tasviira nehara ke gaala chumbana de yuva unaka bhaa.mja nayanataara sahagala,1
584,584,ग़lata daava kiya gaya biimaara naha kiiTaaNa roka chaaha maaska ke saeda saaiDa pahana,1
585,585,chaara TesTa maicha siriija़ dona Tiima eka-eka baraabara siDa krikeTa graau.mDa tiisara TesTa maicha khela raha,0
586,586,aakhaira aisa kya kR^iSha pa.mjaaba uttara pradesha adhika bhaagiidaara vaala raajya bihaara kisaana naha kya kR^iSha saba baDhaiya chala raha,0
587,587,buuma paaya vaayarala viiDiya daava फ़rज़ viiDiya bihaara naha balka madhyapradesha ke dhaara jila 2018 nikaaya chunaava,1
588,588,kamala hairisa maa.m gaa.mva bhaarata ke dakShiNa raajya tamilanaaDa ke loga kamala jiita kaapha khusha,0
589,589,buuma paaya mudda 370 je e.mDa ke ilma shuuTi.mga ke hissa ke ruupa raakha saava.mta tasviira khi.mcha thii.,1
590,590,iiya Disainphaolaiba apa riporTa kaha kaama ke niShkriya sa.mgaThana 750 sthaaniiya pha़rja़ miiDiya sa.msthaana istemaala kiya gaya,0
591,591,buuma paaya tasviira bhaarata naha balka 2017 kaira ijiipTa pakaDa़ apaharaNakar hai.,1
592,592,buuma paaya vaayarala viiDiya dikha raha laड़ka meDikala sTuuDe.mTa nataalya baarDenaka mena miliTra hॉspiTala duusara charaNa,1
593,593,chiina dii baaiDana badha Dablyuuechao bhaarata khola para.mparaagata dava vaishvika ke.mdra ke akha़baara ahama kha़bara,0
594,594,janama Tiiva daava kiya khabara ke piiCha puNa sthita raajiiva kuTTiiattuura usaka srota the. raajiiva kuTaTatuura biijepa sadasya hai.m.,1
595,595,Draaivaralesa meTra ke udghaaTana kaarTuuna,0
596,596,sa.msada ke shiita satra ke naa kha़bara kaarTuuna,0
597,597,buuma paaya daava jhuuTha tiina alaga-alaga viiDiya joड़ viiDiya bana gaya hai.,1
598,598,soshala miiDiya daava vaayarala chak khaa gira dikha raha vR^iddha mR^itya gaya,1
599,599,2017 gujaraata ke aaraemaviiema skuula i.mTaraneTa nisha bana raha jisasa maataa-pi ke isaka pratiShTha dhuumila,1
600,600,daava ke piiema moda ke tasviira ChoTa raajana muula tasviira oToshॉpa kiya gaya,1
601,601,varSha puraa ghaayala bachcha tasviira kaha vaayarala kiya gaya dilla da.mga skuula ghara lauTa,1
602,602,buuma ayodhya pulisa adhiikShaka surakSha baata vaayarala maiseja kha.mDana kaha aisa nigaraa,1
603,603,paakistaana kaha bhaarata usaka khailaapha़ kaarrava koshisha mu.mhatoDa़ javaaba diya jaaega,0
604,604,sarakaara kisaana ke agala baiThaka chaara janavara hoga,0
605,605,ChaTha parva kevala bihaara puurva uttara pradesha siimita naha raha gaya shanivaara subaha uga suurya arghya de sa.mpanna ChaTha,0
606,606,paakistaa Tiiva preje.mTara saiyyada ika़raarula hasana apa TviiTa ke kaaraNa nisha aa unha deshadroha kaha laga,0
607,607,buuma paaya haalaa.mka mukhya dhaara miiDiya isapara lekha naha likha paranta viiDiya yuuTyuuba saala pahala apaloDa kiya,1
608,608,bhaarata ke videsha sachiva ke lauTa ke Thiika dina chiina ke rakSha ma.mtra nepaala pahu.mcha,0
609,609,vaayarala klipa akTuubara 2016 biijepa subrata mishra Tiiemasa kaaryakar dvaara kathita ruupa hamala kiya gaya,1
610,610,daava kiya raha kisaana aa.mdolana aalistaana muuvame.mTa aapasa juड़,1
611,611,samaachaara buleTina nakala skriina graiba vaayarala raha jisama daava kiya raha vaij~naanika koronaavaayarasa upaaya,1
612,612,buuma paaya miira dvaara TviiTa kiya gaya viiDiya juuna 2018 jaha yuva ke samuuha dakShiNa kashmiira surakSha bala,1
613,613,bhaarata aadhikaarika aparaadha DeTa piiDaita balaatkaara dona ke dharma DeTa ekatra naha hai.,1
614,614,aajataka ke TempaleTa istemaala karaka banaaya vaayarala klipa daava kiya gaya braahmaNa raajapuuta naha hoga,1
615,615,buuma paaya viiDiya Chaha saala jyaada pura baa.mglaadesha hai.,1
616,616,buuma aarabiiaaii ke pravak baata spaShTa kiya vaayarala maiseja फ़rज़ hai.,1
617,617,jhaarakha.mDa mukta morcha ke netR^itva vaala mahaagaThaba.mdhana sarakaara 29 disa.mbara raajya sat saala puura,0
618,618,dilla siima DaTa kisaana loga aisa shaariirika ruupa sakShama na ke baavajuuda pradarshana hissa le raha,0
619,619,Duuba sarkasa udyoga ऑnalaaina plaiTaphaॉrmsa sahaara,0
620,620,kaa.mgresa priya.mka gaa.mdha ke pata kaarobaara rॉbarTa vaaDra somavaara aaya vibhaaga talaba kiya,0
621,621,bhaarata koro vaayarasa vaiksiina bana le koshisha jaara inama vaiksiina ke tiisara charaNa ma.mjauura mila,0
622,622,mu.mbaii pulisa ravivaara ripablika Tiiva ke siiiio vikaasa khanacha.mdaa kathita Tiiaarapa skaima ke sa.mba.mdha giraphataara kiya,0
623,623,chainala kebiisa 10va siijana shuruaata hai. Dho.mga vhaaTsaepa pharja lॉTara sa.mdesha raha hai.m. inama,1
624,624,bhaaratiiya khuphaiya eje.msa ke pramukha pramukha ke nepaala daura ke kya dona desha raajaniitika sa.mvaada raaha lauTa maahaula bana raha,0
625,625,buuma paaya viiDiya jula 2019 pashchima ba.mgaala ke kocha bihaara Tiiemasa biijepa kaaryakar ke jhaDa़pa,1
626,626,buuma paaya okhala vidhaayaka ke muula TviiTa saa.mpradaayika ra.mga de ke oToshॉpa kiya gaya TeksTa joDa़ gaya,1
627,627,pahala Tii-20 maicha 44 rana paara khela ke kanakashana niyama ke Tiima baiTha vaala jaDeja baaka़ bacha Tii-20 maicha,0
628,628,buuma paaya dainika jaagaraNa 29 फ़ravara 2020 prakaashita vij~naapana oToshopa vaayarala kiya gaya,1
